1371438243, 339.00
1371438244, 337.00
1371438261, 332.00
1371438265, 332.00
1371438270, 330.00
1371438275, 331.00
1371438280, 331.00
1371438285, 329.00
1371438290, 327.00
1371438295, 326.00
1371438300, 327.00
1371438305, 326.00
1371438310, 325.00
1371438315, 323.00
1371438320, 321.00
1371438325, 321.00
1371438330, 318.00
1371438335, 317.00
1371438340, 316.00
1371438345, 315.00
1371438350, 315.00
1371438355, 312.00
1371438360, 311.00
1371438365, 309.00
1371438370, 307.00
1371438375, 306.00
1371438380, 303.00
1371438385, 302.00
1371438390, 302.00
1371438395, 300.00
1371438400, 299.00
1371438405, 297.00
1371438410, 297.00
1371438415, 295.00
1371438420, 294.00
1371438425, 292.00
1371438430, 292.00
1371438435, 292.00
1371438440, 290.00
1371438445, 289.00
1371438450, 288.00
1371438455, 286.00
1371438460, 286.00
1371438465, 285.00
1371438470, 285.00
1371438475, 283.00
1371438480, 281.00
1371438485, 281.00
1371438490, 281.00
1371438495, 279.00
1371438500, 277.00
1371438505, 278.00
1371438510, 276.00
1371438515, 274.00
1371438520, 273.00
1371438525, 272.00
1371438530, 271.00
1371438535, 268.00
1371438540, 266.00
1371438545, 265.00
1371438550, 261.00
1371438555, 260.00
1371438560, 257.00
1371438565, 255.00
1371438570, 253.00
1371438575, 251.00
1371438580, 247.00
1371438585, 243.00
1371438590, 239.00
1371438595, 237.00
1371438600, 233.00
1371438605, 229.00
1371438610, 227.00
1371438615, 223.00
1371438620, 220.00
1371438625, 216.00
1371438630, 213.00
1371438635, 210.00
1371438640, 203.00
1371438645, 200.00
1371438650, 197.00
1371438655, 195.00
1371438660, 192.00
1371438665, 189.00
1371438670, 188.00
1371438675, 186.00
1371438680, 179.00
1371438685, 183.00
1371438690, 181.00
1371438695, 179.00
1371438700, 178.00
1371438705, 176.00
1371438710, 175.00
1371438715, 175.00
1371438720, 173.00
1371438725, 172.00
1371438730, 173.00
1371438735, 173.00
1371438740, 173.00
1371438745, 173.00
1371438750, 174.00
1371438755, 174.00
1371438760, 174.00
1371438765, 175.00
1371438770, 176.00
1371438775, 176.00
1371438780, 177.00
1371438785, 177.00
1371438790, 180.00
1371438795, 180.00
1371438800, 181.00
1371438805, 181.00
1371438810, 180.00
1371438815, 182.00
1371438820, 183.00
1371438825, 183.00
1371438830, 182.00
1371438835, 182.00
1371438840, 180.00
1371438845, 180.00
1371438850, 181.00
1371438855, 179.00
1371438860, 179.00
1371438865, 180.00
1371438870, 179.00
1371438875, 177.00
1371438880, 178.00
1371438885, 176.00
1371438890, 174.00
1371438895, 173.00
1371438900, 172.00
1371438905, 170.00
1371438910, 171.00
1371438915, 170.00
1371438920, 171.00
1371438925, 169.00
1371438930, 169.00
1371438935, 168.00
1371438940, 167.00
1371438945, 164.00
1371438950, 165.00
1371438955, 162.00
1371438960, 161.00
1371438965, 160.00
1371438970, 160.00
1371438975, 159.00
1371438980, 157.00
1371438985, 157.00
1371438990, 156.00
1371438995, 154.00
1371439000, 154.00
1371439005, 154.00
1371439010, 151.00
1371439015, 152.00
1371439020, 152.00
1371439025, 150.00
1371439030, 149.00
1371439035, 149.00
1371439040, 149.00
1371439045, 148.00
1371439050, 148.00
1371439055, 147.00
1371439060, 146.00
1371439065, 145.00
1371439070, 145.00
1371439075, 145.00
1371439080, 144.00
1371439085, 143.00
1371439090, 142.00
1371439095, 141.00
1371439100, 139.00
1371439105, 138.00
1371439110, 136.00
1371439115, 135.00
1371439120, 133.00
1371439125, 132.00
1371439130, 130.00
1371439135, 128.00
1371439140, 126.00
1371439145, 124.00
1371439150, 121.00
1371439155, 119.00
1371439160, 116.00
1371439165, 114.00
1371439170, 112.00
1371439175, 109.00
1371439180, 107.00
1371439185, 103.00
1371439190, 96.00
1371439195, 97.00
1371439200, 92.00
1371439205, 91.00
1371439210, 87.00
1371439215, 84.00
1371439220, 80.00
1371439225, 77.00
1371439230, 72.00
1371439235, 70.00
1371439240, 67.00
1371439245, 63.00
1371439250, 60.00
1371439255, 57.00
1371439260, 54.00
1371439265, 52.00
1371439270, 48.00
1371439275, 46.00
1371439280, 44.00
1371439285, 43.00
1371439290, 39.00
1371439295, 36.00
1371439300, 35.00
1371439305, 33.00
1371439310, 31.00
1371439315, 29.00
1371439320, 27.00
1371439325, 26.00
1371439330, 26.00
1371439335, 25.00
1371439340, 24.00
1371439345, 24.00
1371439350, 23.00
1371439355, 23.00
1371439360, 21.00
1371439365, 20.00
1371439370, 21.00
1371439375, 19.00
1371439380, 19.00
1371439385, 20.00
1371439390, 21.00
1371439395, 20.00
1371439400, 16.00
1371439405, 20.00
1371439410, 20.00
1371439415, 20.00
