1.3719708e+12,373.326
1.3719717e+12,383.937
1.3719726e+12,395.36
1.3719735e+12,398.157
1.3719744e+12,390.459
1.3719753e+12,402.553
1.3719762e+12,390.061
1.3719771e+12,387.548
1.371978e+12,387.019
1.3719789e+12,367.14
1.3719798e+12,376.956
1.3719807e+12,374.649
1.3719816e+12,379.343
1.3719825e+12,391.176
1.3719834e+12,374.767
1.3719843e+12,367.14
1.3719852e+12,373.695
1.3719861e+12,364.167
1.371987e+12,376.963
1.3719879e+12,369.574
1.3719888e+12,365.7
1.3719897e+12,380.567
1.3719906e+12,370.58
1.3719915e+12,381.58
1.3719924e+12,379.737
1.3719933e+12,393.727
1.3719942e+12,402.627
1.3719951e+12,398.824
1.371996e+12,413.028
1.3719969e+12,408.022
1.3719978e+12,400.066
1.3719987e+12,405.56
1.3719996e+12,402.763
1.3720005e+12,408.463
1.3720014e+12,401.337
1.3720023e+12,406.998
1.3720032e+12,394.951
1.3720041e+12,397.464
1.372005e+12,400.392
1.3720059e+12,389.033
1.3720068e+12,376.761
1.3720077e+12,392.44
1.3720086e+12,397.646
1.3720095e+12,387.583
1.3720104e+12,392.524
1.3720113e+12,393.707
1.3720122e+12,402.627
1.3720131e+12,413.829
1.372014e+12,455.948
1.3720149e+12,428.766
1.3720158e+12,446.034
1.3720167e+12,385.121
1.3720176e+12,404.149
1.3720185e+12,403.939
1.3720194e+12,414.706
1.3720203e+12,449.355
1.3720212e+12,455.948
1.3720221e+12,443.75
1.372023e+12,455.948
1.3720239e+12,446.194
1.3720248e+12,452.605
1.3720257e+12,465.844
1.3720266e+12,459.388
1.3720275e+12,446.034
1.3720284e+12,462.929
1.3720293e+12,455.948
1.3720302e+12,434.371
1.3720311e+12,423.716
1.372032e+12,440.28
1.3720329e+12,443.355
1.3720338e+12,434.371
1.3720347e+12,456.549
1.3720356e+12,446.194
1.3720365e+12,459.388
1.3720374e+12,458.863
1.3720383e+12,455.52
1.3720392e+12,462.929
1.3720401e+12,443.119
1.372041e+12,440.125
1.3720419e+12,449.355
1.3720428e+12,437.21
1.3720437e+12,434.371
1.3720446e+12,446.194
1.3720455e+12,440.28
1.3720464e+12,437.286
1.3720473e+12,431.605
1.3720482e+12,417.93
1.3720491e+12,394.997
1.37205e+12,395.213
1.3720509e+12,410.871
1.3720518e+12,414.609
1.3720527e+12,440.28
1.3720536e+12,415.35
1.3720545e+12,373.942
1.3720554e+12,386.324
1.3720563e+12,391.351
1.3720572e+12,428.909
1.3720581e+12,420.608
1.372059e+12,440.28
1.3720599e+12,392.229
1.3720608e+12,385.682
1.3720617e+12,402.553
1.3720626e+12,394.0
1.3720635e+12,391.819
1.3720644e+12,388.379
1.3720653e+12,387.019
1.3720662e+12,378.089
1.3720671e+12,371.306
1.372068e+12,372.416
1.3720689e+12,364.167
1.3720698e+12,372.416
1.3720707e+12,376.956
1.3720716e+12,354.391
1.3720725e+12,370.58
1.3720734e+12,365.143
1.3720743e+12,364.819
1.3720752e+12,392.614
1.3720761e+12,365.857
1.372077e+12,367.984
1.3720779e+12,379.233
1.3720788e+12,380.567
1.3720797e+12,371.037
1.3720806e+12,389.033
1.3720815e+12,376.644
1.3720824e+12,407.206
1.3720833e+12,399.006
1.3720842e+12,412.465
1.3720851e+12,403.241
1.372086e+12,405.276
1.3720869e+12,416.33
1.3720878e+12,403.939
1.3720887e+12,412.336
1.3720896e+12,398.044
1.3720905e+12,415.35
1.3720914e+12,438.401
1.3720923e+12,416.901
1.3720932e+12,432.345
1.3720941e+12,426.878
1.372095e+12,436.187
1.3720959e+12,438.239
1.3720968e+12,432.656
1.3720977e+12,438.239
1.3720986e+12,442.852
1.3720995e+12,427.718
1.3721004e+12,461.156
1.3721013e+12,456.763
1.3721022e+12,433.245
1.3721031e+12,448.555
1.372104e+12,452.568
1.3721049e+12,472.359
1.3721058e+12,449.106
1.3721067e+12,451.006
1.3721076e+12,453.645
1.3721085e+12,449.106
1.3721094e+12,489.07
1.3721103e+12,468.093
1.3721112e+12,485.727
1.3721121e+12,474.686
1.372113e+12,468.0
1.3721139e+12,464.932
1.3721148e+12,474.686
